"","EvaluatorID","SubjectID","Relationship","ResponseID","StartDate","EndDate","Comm_scale","DM_scale","Dipl_scale","EI_scale","Infl_scale","Cult_scale","TW_scale","Giver_1","Giver_2","Giver_5","Giver_3","Giver_10","Matcher_1","Matcher_2","Matcher_3","Matcher_4","Taker_3","Taker_4","Taker_6","Taker_8","GritPas_22","GritPas_2","GritPas_4","GritPas_23","GritPas_26","GritPas_28","GritPas_27","GritPer_13","GritPer_14","GritPer_18","GritPer_19","GritPer_20","HumRec_13","HumMot_5","HumRec_10","HumMot_13","HumMot_6","HumRec_14","HumRec_12","HumMot_4","HumMot_9","HumRec_9","HumExp_1","HumExp_2","HumExp_3","HumExp_4","HumExp_5","HumExp_6","HumExp_7","HumExp_8","HumExp_9","HumExp_10","Comm_1","Comm_2","Comm_3","Comm_4","Comm_5","Comm_6","Comm_7","Comm_8","Comm_9","Comm_10","Comm_11","Comm_12","Comm_13","Comm_14","Cult_1","Cult_2","Cult_3","Cult_4","Cult_5","Cult_6","Cult_7","Cult_8","Cult_9","Cult_10","Cult_11","Dipl_1","Dipl_2","Dipl_3","Dipl_4","Dipl_5","Dipl_6","Dipl_7","Dipl_8","Dipl_9","Dipl_10","Dipl_11","Dipl_12","EI_1","EI_2","EI_3","EI_4","EI_5","EI_6","EI_7","EI_8","EI_9","EI_10","EI_11","DM_1","DM_2","DM_3","DM_4","DM_5","DM_6","DM_7","DM_8","DM_9","DM_10","DM_11","DM_12","DM_13","DM_14","Infl_1","Infl_2","Infl_3","Infl_4","Infl_5","Infl_6","Infl_7","Infl_8","Infl_9","TW_1","TW_2","TW_3","TW_4","TW_5","TW_6","TW_7","TW_8","TW_9","TW_10","TW_11","TW_12","TW_13","TW_14","TW_15","TW_16","TW_17","TW_18","TW_19","Perf_1","Perf_2","Perf_3","Perf_4","Perf_5","year","class","GritPer_scale","GritPas_scale","Giver_scale","Matcher_scale","Taker_scale","HumMot_scale","HumRec_scale","HumExp_scale","avg_perf","self_dummy","year_2019","year_2020","class_2021","class_2022","n_raters"
"416","P_2fnRDW7ll62QtZX","P_1yTjdOe1kXAmL6l","Peer","R_29aGD80wPlbncre","9/28/20 15:17","9/28/20 16:35",6.818181818,6.444444444,5.375,5.25,6.714285714,5.666666667,6.538461538,7,5,6,7,6,2,6,2,1,1,4,2,1,6,7,4,4,4,2,4,7,6,7,6,4,4,6,4,4,6,6,6,6,6,4,4,4,3,3,3,6,4,6,6,6,NA,7,7,7,7,7,7,7,NA,NA,6,7,7,6,NA,NA,5,NA,NA,6,NA,NA,NA,NA,6,NA,NA,NA,NA,5,5,5,5,6,6,6,5,NA,6,5,6,NA,5,NA,5,5,5,5,NA,6,NA,NA,6,NA,NA,7,7,7,5,7,6,7,7,7,NA,7,NA,7,7,6,6,7,NA,6,NA,NA,NA,NA,NA,7,7,6,5,7,6,7,7,6,7,7,91,95,90,100,95,"2020","2022",6,4.42857142857143,6.2,2.75,2,5.6,4.8,4.5,94.2,0,0,1,0,1,7
"417","P_88sehOql7RIYygd","P_1yTjdOe1kXAmL6l","Peer","R_Xv5RFdrI81xBYIh","9/24/20 13:59","9/28/20 21:58",5.5,5.444444444,5.833333333,6.285714286,6.571428571,6,6.3,7,6,6,6,7,2,2,2,1,4,2,4,1,7,7,6,2,4,4,7,7,6,6,6,6,5,6,6,6,7,6,7,6,7,7,4,6,6,6,7,6,7,6,5,4,5,5,7,5,5,5,5,5,NA,NA,5,6,6,7,NA,NA,NA,NA,NA,6,6,6,6,NA,6,NA,NA,NA,NA,5,NA,7,5,6,6,6,NA,NA,7,5,7,NA,7,NA,6,NA,6,6,NA,6,NA,NA,4,NA,NA,5,5,6,5,5,6,7,7,7,NA,7,NA,7,6,6,6,5,NA,7,NA,NA,NA,NA,NA,5,NA,7,6,7,NA,NA,6,6,7,7,90,87,94,95,95,"2020","2022",6.2,5.28571428571429,6.4,1.75,2.75,6.4,6.2,5.7,92.2,0,0,1,0,1,7
"418","P_3kOXY3JkHumNbF3","P_1yTjdOe1kXAmL6l","Manager","R_2COEjYmXdPFR4WG","9/28/20 8:48","9/28/20 22:03",6.75,6.333333333,6.6,5.5,6,6.75,6.769230769,6,5,6,6,5,3,4,2,2,6,7,7,2,6,7,7,3,5,3,7,7,7,6,7,6,6,6,3,6,7,6,7,7,7,6,3,6,2,7,7,6,5,6,6,6,7,6,7,7,7,6,7,7,NA,NA,6,7,7,7,NA,NA,7,7,NA,6,7,7,7,6,7,NA,NA,NA,NA,NA,NA,7,7,6,NA,7,6,NA,5,5,5,NA,7,NA,6,5,6,5,NA,6,NA,NA,6,NA,NA,6,6,7,7,7,6,6,6,6,NA,6,NA,6,6,5,7,7,NA,7,NA,NA,NA,NA,NA,7,6,7,5,7,7,7,7,7,7,7,100,100,80,100,100,"2020","2022",6.6,5.42857142857143,5.6,2.75,5.5,6.6,5.6,5.4,96,0,0,1,0,1,7
"419","P_eeSWyUeaX8tJgvb","P_1yTjdOe1kXAmL6l","Manager","R_3nuQrzJln4gbojj","9/14/20 15:45","9/17/20 13:28",6.416666667,5.888888889,6.375,6.5,5.714285714,6,6.384615385,7,7,6,6,6,1,7,4,1,2,1,5,2,6,5,7,1,7,5,5,7,6,7,2,7,7,6,6,6,7,6,6,7,6,7,6,7,7,7,7,6,7,5,7,5,7,7,7,6,6,6,6,6,NA,NA,6,6,7,7,NA,NA,6,6,NA,6,6,6,6,6,6,NA,NA,NA,NA,6,6,7,6,6,6,7,7,NA,7,7,6,NA,7,NA,6,6,6,7,NA,6,NA,NA,6,NA,NA,6,5,6,6,6,6,6,6,6,NA,5,NA,6,5,6,6,6,NA,7,NA,NA,NA,NA,NA,7,6,6,6,7,6,6,6,7,7,6,80,80,90,80,80,"2020","2022",5.8,5.14285714285714,6.4,3.25,2.5,6.4,6.4,6.4,82,0,0,1,0,1,7
"420","P_1z9fmGD4W0xRaIt","P_1z9fmGD4W0xRaIt","Self","R_1jVVZlmr02saUjy","9/28/20 13:00","9/28/20 19:32",4.363636364,5,5,5.857142857,4.571428571,4,5.3,6,5,6,6,5,2,7,3,4,3,3,3,5,3,6,2,2,4,5,5,5,3,6,7,6,3,5,6,6,5,7,5,5,5,6,2,3,5,5,3,6,6,5,6,2,3,6,4,3,6,4,5,3,4,5,5,NA,NA,NA,3,5,3,5,5,3,NA,NA,NA,NA,NA,5,6,5,5,5,4,NA,NA,NA,NA,NA,NA,6,6,5,6,7,6,5,NA,NA,NA,NA,5,4,5,5,5,5,5,6,NA,NA,NA,NA,NA,NA,4,5,6,4,4,4,5,NA,NA,5,3,6,5,4,7,7,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,80,70,70,"2020","2021",5.4,3.85714285714286,5.6,4,3.5,5.2,5.4,4.3,72,1,0,1,1,0,5
"421","P_09C3GvlfAnYEuC9","P_1z9fmGD4W0xRaIt","Fellow Student","R_1jOg1p2gmlVsWdh","9/27/20 20:53","9/28/20 9:58",6.454545455,6.375,6,6.571428571,6.142857143,6.166666667,6.3,7,6,7,6,7,5,7,7,2,3,5,4,1,6,6,7,5,5,4,6,7,7,7,7,6,5,6,5,6,7,7,7,7,7,7,6,6,7,6,7,7,6,6,5,6,6,6,7,7,6,6,7,6,6,7,7,NA,NA,NA,7,6,6,6,6,6,NA,NA,NA,NA,NA,6,7,6,6,6,5,NA,NA,NA,NA,NA,NA,6,7,6,7,6,7,7,NA,NA,NA,NA,6,7,7,6,6,7,7,5,NA,NA,NA,NA,NA,NA,5,7,7,6,6,6,6,NA,NA,7,6,7,6,6,6,7,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,80,90,90,90,"2020","2021",6.8,5.57142857142857,6.6,5.25,3.25,6.6,6.2,6.2,87,0,0,1,1,0,5
"422","P_7TWI2CYv5iyQdzD","P_1z9fmGD4W0xRaIt","Fellow Student","R_O1ZtYcGmEK9dF9T","10/2/20 12:51","10/2/20 15:15",5.818181818,5.5,5.333333333,5.285714286,5.571428571,5.333333333,5.7,5,6,6,6,5,2,5,5,3,5,3,5,2,5,6,5,4,5,3,6,5,5,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,3,5,5,5,6,6,6,6,6,5,6,6,6,6,5,NA,NA,NA,6,5,6,6,3,6,NA,NA,NA,NA,NA,5,6,6,4,6,5,NA,NA,NA,NA,NA,NA,5,5,4,5,6,6,6,NA,NA,NA,NA,6,5,6,6,5,5,6,5,NA,NA,NA,NA,NA,NA,5,6,6,5,5,6,6,NA,NA,5,5,6,6,6,5,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,75,85,87,90,"2020","2021",5.2,4.85714285714286,5.6,3.75,3.75,5.4,5.4,5.3,82.4,0,0,1,1,0,5
"423","P_abfL2VOh70RS7EF","P_1z9fmGD4W0xRaIt","Fellow Student","R_3jYjaehZXTgaxMZ","9/29/20 16:54","9/29/20 17:02",6.454545455,5.875,6.333333333,6.857142857,6,5.666666667,6.2,3,3,6,4,5,2,4,7,2,5,5,5,3,6,6,6,2,5,2,7,6,5,6,6,6,5,4,4,5,7,6,6,6,7,6,6,5,7,7,6,6,6,5,5,5,7,7,6,6,6,5,7,7,6,7,7,NA,NA,NA,6,6,6,5,5,6,NA,NA,NA,NA,NA,6,7,7,6,6,6,NA,NA,NA,NA,NA,NA,7,7,6,7,7,7,7,NA,NA,NA,NA,6,5,7,5,6,5,6,7,NA,NA,NA,NA,NA,NA,6,7,6,6,5,7,5,NA,NA,6,7,7,6,7,5,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,61,81,NA,67,"2020","2021",5.8,4.85714285714286,4.2,3.75,4.5,5.8,5.4,5.8,70,0,0,1,1,0,5
"424","P_86dQUnHrn2A76E5","P_1z9fmGD4W0xRaIt","Fellow Student","R_33lQYXBaBfsIWNN","9/30/20 18:05","9/30/20 18:22",4.818181818,5.25,3.833333333,3.857142857,5.428571429,3,5,5,5,NA,4,4,3,5,5,5,2,3,5,4,5,5,4,3,3,3,2,2,3,5,4,4,5,5,4,6,5,6,5,4,3,4,7,5,3,4,7,3,5,4,2,6,6,4,6,3,4,4,6,5,5,5,5,NA,NA,NA,5,2,4,3,2,2,NA,NA,NA,NA,NA,4,4,2,5,5,3,NA,NA,NA,NA,NA,NA,1,3,7,5,3,4,4,NA,NA,NA,NA,7,6,5,5,4,6,6,3,NA,NA,NA,NA,NA,NA,5,6,5,6,5,5,6,NA,NA,6,4,4,5,6,5,6,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,73,82,81,80,"2020","2021",3.6,3.57142857142857,4.5,4.5,3.5,4.6,4.8,4.6,77.8,0,0,1,1,0,5
"425","P_9KYlHkLfBCKqW3z","P_1z9fmGD4W0xRaIt","Fellow Student","R_3nBhMa4YoAycugU","9/20/20 20:21","9/20/20 20:31",6.272727273,6.625,4.666666667,4.571428571,6.142857143,4,5.3,5,4,6,5,5,5,4,4,6,3,3,5,2,7,6,6,5,7,5,6,6,5,6,7,6,5,1,4,4,6,6,6,6,6,6,4,4,5,6,4,4,4,5,4,4,4,6,7,6,7,6,7,6,6,7,7,NA,NA,NA,5,3,3,5,3,5,NA,NA,NA,NA,NA,5,6,6,5,4,2,NA,NA,NA,NA,NA,NA,4,5,3,5,5,5,5,NA,NA,NA,NA,7,7,7,6,6,7,7,6,NA,NA,NA,NA,NA,NA,6,6,6,6,5,7,7,NA,NA,4,3,7,7,6,6,6,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,65,90,90,80,"2020","2021",6,6,5,4.75,3.25,4.6,5.4,4.4,81,0,0,1,1,0,5
"426","P_1ZctaCXYfehgGMt","P_1ZctaCXYfehgGMt","Self","R_10GcpAhsWLrGsZ5","9/23/20 8:09","9/29/20 22:24",5.583333333,5.777777778,6.125,5.5,5.571428571,7,5.615384615,7,6,6,5,6,5,7,3,3,3,3,4,5,4,7,3,2,3,3,5,4,6,7,5,5,5,6,5,6,5,6,6,6,5,6,5,5,5,5,4,6,5,7,6,6,5,6,6,6,5,5,5,6,NA,NA,6,6,5,6,NA,NA,7,7,NA,7,7,7,7,7,7,NA,NA,NA,NA,6,7,5,6,6,7,6,6,NA,5,6,5,NA,5,NA,6,5,6,6,NA,5,NA,NA,7,NA,NA,5,6,7,5,6,5,6,7,5,NA,6,NA,5,6,5,5,6,NA,6,NA,NA,NA,NA,NA,7,5,6,6,5,7,5,6,5,4,5,65,66,95,79,81,"2020","2022",5.4,3.85714285714286,6,4.5,3.75,5.6,5.6,5.4,77.2,1,0,1,0,1,4
"427","P_6zBqOQ9mLMT28zX","P_1ZctaCXYfehgGMt","Learning Teammate","R_1eyMhcP5L4y6iFb","9/28/20 7:05","9/28/20 7:09",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,6,6,6,6,NA,NA,6,6,NA,6,6,6,6,6,6,NA,NA,NA,NA,6,6,6,6,6,6,6,6,NA,6,6,6,NA,6,NA,6,6,6,6,NA,6,NA,NA,6,NA,NA,6,6,6,6,6,6,6,6,6,NA,6,NA,6,6,6,6,6,NA,6,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,89,89,94,95,93,"2020","2022",6,6,6,6,6,6,6,6,92,0,0,1,0,1,4
"428","P_6oqbbQqSkcRVSBv","P_1ZctaCXYfehgGMt","Peer","R_27258H5b64RzHGL","9/24/20 11:40","9/24/20 12:51",5.818181818,6.555555556,6.25,5.125,5.857142857,6.125,5.75,6,5,6,4,5,4,4,7,2,6,6,5,4,4,6,6,4,4,6,6,6,4,7,6,6,5,7,4,7,6,6,6,7,7,5,6,5,7,7,7,7,6,6,7,4,NA,7,6,6,5,5,6,6,NA,NA,6,6,5,6,NA,NA,4,6,NA,6,7,6,7,6,7,NA,NA,NA,NA,5,5,7,6,6,7,7,7,NA,4,4,5,NA,6,NA,5,6,6,5,NA,6,NA,NA,7,NA,NA,7,6,7,7,7,5,7,7,7,NA,7,NA,7,4,5,4,6,NA,7,NA,NA,NA,NA,NA,6,7,NA,5,7,5,3,4,7,5,7,90,70,100,75,95,"2020","2022",5.8,5.14285714285714,5.2,4.25,5.25,6.8,5.2,6.2,86,0,0,1,0,1,4
"429","P_5neC2mqqmJdkb2Z","P_1ZctaCXYfehgGMt","Manager","R_5BTRFJF4z0pSlTH","9/23/20 8:08","9/24/20 16:42",5.916666667,6.111111111,6.125,6.2,5.857142857,5.75,6.153846154,7,6,6,6,6,2,7,6,5,6,5,2,2,4,7,6,2,7,3,5,6,4,6,7,5,6,7,4,7,7,6,6,6,6,5,6,5,7,7,6,6,7,6,5,5,6,6,7,6,5,5,6,7,NA,NA,6,5,6,6,NA,NA,6,5,NA,5,6,6,7,5,6,NA,NA,NA,NA,5,6,6,6,6,7,6,7,NA,6,7,NA,NA,7,NA,NA,NA,5,6,NA,6,NA,NA,6,NA,NA,6,6,7,6,6,6,6,6,7,NA,5,NA,6,6,6,5,6,NA,7,NA,NA,NA,NA,NA,5,7,6,6,6,6,6,6,7,6,6,50,NA,100,50,75,"2020","2022",5.6,4.85714285714286,6.2,5,3.75,6.6,5.4,6,68.75,0,0,1,0,1,4
"430","P_205UNKOU6pXbbkV","P_1ZctaCXYfehgGMt","Peer","R_2aqJVMHK1kZwtm4","9/27/20 17:44","9/27/20 18:08",5.333333333,6.444444444,5.875,5.875,6.714285714,6.2,6.538461538,7,7,7,5,7,2,6,4,2,2,2,5,1,5,7,5,5,5,3,5,7,5,7,7,7,6,7,6,6,NA,6,6,6,7,7,5,6,6,6,6,6,5,4,7,3,5,6,3,3,7,5,6,6,NA,NA,6,7,6,4,NA,NA,NA,6,NA,NA,6,NA,6,7,6,NA,NA,NA,NA,6,7,7,5,5,6,6,5,NA,5,6,5,NA,6,NA,6,6,7,6,NA,6,NA,NA,7,NA,NA,7,7,7,7,7,5,5,7,7,NA,7,NA,6,7,6,7,7,NA,7,NA,NA,NA,NA,NA,7,6,7,7,6,6,7,7,5,6,7,88,77,100,95,90,"2020","2022",6.6,5,6.6,3.5,2.5,6.5,6.2,5.4,90,0,0,1,0,1,4
"431","P_1ZdLZYu7uVrtqRf","P_1ZdLZYu7uVrtqRf","Self","R_ROF520h0StkFIop","9/26/20 10:53","9/26/20 11:20",5.75,4.222222222,3.75,4.5,5.285714286,6.125,5.769230769,7,5,7,3,2,5,5,3,2,3,6,5,6,6,5,5,5,6,6,6,6,6,6,6,5,3,3,5,5,3,6,3,6,6,5,2,3,2,2,1,3,3,6,5,5,6,6,7,6,6,3,6,7,NA,NA,5,6,5,6,NA,NA,7,6,NA,6,6,6,7,6,5,NA,NA,NA,NA,2,5,3,2,3,5,5,5,NA,5,6,5,NA,2,NA,7,3,3,5,NA,3,NA,NA,5,NA,NA,7,6,2,6,3,3,3,5,6,NA,3,NA,6,6,5,6,5,NA,7,NA,NA,NA,NA,NA,5,3,6,6,6,6,6,6,6,6,7,81,81,60,74,71,"2020","2022",5.8,5.57142857142857,4.8,3.75,5,4.6,4.4,3.2,73.4,1,0,1,0,1,5
"432","P_88PzKrOY5BKoJDf","P_1ZdLZYu7uVrtqRf","Fellow Student","R_1daYxQPyluB7gPX","9/10/20 11:46","9/10/20 12:02",5.181818182,4.375,3.875,5.6,6.2,NA,6.7,7,5,7,4,6,4,7,7,3,7,3,6,3,6,7,4,5,6,4,7,7,7,7,7,5,3,5,4,3,5,5,7,4,6,5,3,5,3,5,3,5,5,5,3,3,NA,6,4,6,6,3,7,7,NA,NA,3,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,7,3,5,NA,6,7,NA,NA,4,NA,6,5,NA,NA,NA,4,NA,NA,NA,NA,NA,3,6,3,6,7,3,3,6,6,NA,NA,NA,6,7,NA,6,7,NA,6,NA,NA,NA,NA,NA,NA,6,7,7,7,7,NA,NA,6,7,7,80,80,45,90,75,"2020","2022",6.6,5.57142857142857,5.8,5.25,4.75,4.6,4.8,4,74,0,0,1,0,1,5
"433","P_1SrV1Ut50mfNfY9","P_1ZdLZYu7uVrtqRf","Fellow Student","R_272VoK5WbubDaZf","9/25/20 9:24","9/25/20 9:32",6.083333333,5.666666667,4.5,5.125,6,6,6.230769231,6,6,6,6,6,6,5,5,3,2,5,5,3,6,6,5,6,6,6,4,NA,7,6,4,4,5,6,5,6,6,5,5,6,7,5,2,5,2,6,2,7,5,5,5,5,6,6,6,5,7,7,6,6,NA,NA,6,6,6,6,NA,NA,6,6,NA,6,6,6,6,6,6,NA,NA,NA,NA,4,6,5,3,5,6,5,2,NA,4,7,6,NA,2,NA,7,4,5,6,NA,6,NA,NA,7,NA,NA,5,6,6,6,6,3,6,6,6,NA,6,NA,6,6,6,6,6,NA,6,NA,NA,NA,NA,NA,7,4,7,7,6,7,6,6,5,7,7,76,76,NA,74,78,"2020","2022",5.25,5.57142857142857,6,4.75,3.75,6.2,5,4.4,76,0,0,1,0,1,5
"434","P_2912HR6cErHhVOJ","P_1ZdLZYu7uVrtqRf","Learning Teammate","R_30qSC3bN8GzvNVN","9/28/20 22:14","9/28/20 22:28",5.5,5.666666667,5.428571429,6,5,5.375,5.769230769,7,5,4,5,5,2,4,2,1,4,4,3,2,5,4,4,2,4,2,4,6,6,7,5,4,4,3,4,6,5,6,6,5,4,4,4,5,6,6,6,6,5,6,4,4,5,6,6,5,6,6,6,6,NA,NA,4,5,6,5,NA,NA,5,4,NA,6,5,6,6,5,6,NA,NA,NA,NA,4,6,NA,5,5,6,6,6,NA,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,7,5,6,6,5,7,6,5,5,NA,NA,NA,6,5,4,5,5,NA,6,NA,NA,NA,NA,NA,5,6,5,5,5,6,5,6,7,7,7,85,60,60,86,86,"2020","2022",5.6,3.57142857142857,5.2,2.25,3.25,4.6,4.8,5.2,75.4,0,0,1,0,1,5
"435","P_5oKOCh2SCetniQZ","P_1ZdLZYu7uVrtqRf","Learning Teammate","R_3ozsP0eDccUDirp","9/14/20 12:39","9/28/20 21:47",5.166666667,4.111111111,4.75,5.5,5,4.125,4.769230769,6,4,5,5,3,4,5,3,2,5,4,4,3,7,6,6,5,6,6,6,6,5,5,6,4,4,3,4,5,4,5,3,3,3,5,5,5,3,6,3,5,5,5,3,5,6,6,5,7,3,6,5,6,NA,NA,2,7,3,6,NA,NA,6,3,NA,3,3,6,5,3,4,NA,NA,NA,NA,3,5,6,4,5,6,5,4,NA,6,6,5,NA,5,NA,6,5,5,6,NA,3,NA,NA,3,NA,NA,7,5,3,6,3,4,3,6,6,NA,4,NA,6,6,3,4,6,NA,4,NA,NA,NA,NA,NA,3,5,4,3,6,5,5,5,4,5,7,85,60,50,75,75,"2020","2022",5.2,6,4.6,3.5,4,3.6,4.2,4.5,69,0,0,1,0,1,5
"436","P_8p13Y4b5oNZooWp","P_1ZdLZYu7uVrtqRf","Manager","R_6teQGe48o5y7sfn","9/18/20 11:31","9/18/20 13:54",6.666666667,6,4.25,5,6,5.875,5.083333333,7,5,6,5,5,4,4,5,4,5,5,4,6,2,2,3,3,6,3,6,6,6,6,4,4,4,6,4,5,5,5,6,6,5,4,5,4,4,5,4,6,5,4,4,4,7,6,7,7,7,7,7,7,NA,NA,5,7,6,7,NA,NA,6,6,NA,6,6,6,5,6,6,NA,NA,NA,NA,4,4,3,4,4,5,6,4,NA,5,5,6,NA,4,NA,5,4,5,6,NA,6,NA,NA,5,NA,NA,5,NA,6,7,7,6,6,5,5,NA,7,NA,7,7,NA,5,5,NA,6,NA,NA,NA,NA,NA,5,5,6,NA,4,5,3,6,3,6,7,95,95,75,90,90,"2020","2022",5.2,3.57142857142857,5.6,4.25,5,5.4,4.6,4.5,89,0,0,1,0,1,5
"437","P_1zRCqo4kOfBqcex","P_1zRCqo4kOfBqcex","Self","R_1N2DMIpC9aIyU7q","9/28/20 15:13","9/28/20 15:28",4.545454545,5.25,4.666666667,4.714285714,4.571428571,5.333333333,5.6,6,7,6,7,7,3,6,4,2,3,5,4,4,4,6,5,4,6,4,6,6,5,5,6,4,4,6,4,6,5,6,6,6,5,6,4,4,3,5,5,6,5,5,5,6,4,4,5,4,5,5,3,5,4,5,6,NA,NA,NA,6,5,5,5,6,5,NA,NA,NA,NA,NA,5,6,4,5,4,4,NA,NA,NA,NA,NA,NA,5,6,4,5,4,4,5,NA,NA,NA,NA,4,5,5,6,6,5,5,6,NA,NA,NA,NA,NA,NA,5,5,6,4,5,3,4,NA,NA,5,6,6,5,5,6,5,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,73,73,82,68,"2020","2021",5.2,5,6.6,3.75,4,5.6,5.2,4.8,72.2,1,0,1,1,0,7
"438","P_8bSjmPItqiH2GQR","P_1zRCqo4kOfBqcex","Fellow Student","R_2AKmVyhicvC6dww","10/6/20 9:47","10/6/20 11:12",6.454545455,6,6,5.571428571,6,5,6.1,6,5,6,6,5,4,5,6,3,5,4,5,3,5,6,6,3,5,5,6,6,5,6,5,6,5,5,4,5,5,5,5,5,6,5,4,5,6,5,5,5,5,5,5,5,6,6,7,6,7,6,6,7,7,6,7,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,6,5,6,6,5,6,5,NA,NA,NA,NA,6,6,6,7,5,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,6,6,7,5,NA,NA,6,6,6,7,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,85,84,91,90,"2020","2021",5.6,5.14285714285714,5.6,4.5,4.25,5.2,4.8,5,88.2,0,0,1,1,0,7
"439","P_bgctSj2czWyzNY1","P_1zRCqo4kOfBqcex","Learning Teammate","R_PHQXR7K0I9mS2IN","9/29/20 15:37","9/29/20 16:08",6.090909091,5.375,5.8,6,6.142857143,5.4,5.4,1,5,5,6,6,1,4,2,2,5,5,5,2,6,3,6,2,6,2,5,5,5,7,6,6,6,5,5,6,5,6,6,5,6,6,3,5,7,6,3,7,5,7,5,4,5,5,6,6,7,5,6,7,7,7,6,NA,NA,NA,6,NA,6,5,5,5,NA,NA,NA,NA,NA,6,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,6,6,6,7,6,5,6,NA,NA,NA,NA,5,5,5,6,3,6,6,7,NA,NA,NA,NA,NA,NA,6,6,7,6,5,7,6,NA,NA,5,3,6,7,3,5,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,88,81,92,87,"2020","2021",5.8,4.28571428571429,4.6,2.25,4.25,5.4,5.8,5.2,87.6,0,0,1,1,0,7
"440","P_80mbssZ9QqHfgpf","P_1zRCqo4kOfBqcex","Fellow Student","R_3g1OoF4BF9E3yQ3","10/1/20 5:44","10/1/20 6:54",6.090909091,6.125,6,5.714285714,6,6,6,6,5,6,5,5,5,4,4,4,6,5,5,4,6,6,4,3,5,3,6,5,5,5,6,4,5,4,5,5,6,5,6,6,7,4,3,5,5,5,5,5,6,5,4,4,6,6,5,7,6,6,7,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,7,NA,NA,5,NA,NA,NA,NA,NA,NA,7,6,6,6,5,5,5,NA,NA,NA,NA,6,6,6,7,5,6,7,6,NA,NA,NA,NA,NA,NA,6,6,6,6,NA,6,NA,NA,NA,5,6,6,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,79,75,75,75,"2020","2021",5,4.71428571428571,5.4,4.25,5,5.6,5,4.7,73.8,0,0,1,1,0,7
"441","P_083y9hbOpJKhOJL","P_1zRCqo4kOfBqcex","Fellow Student","R_3ke8qdyGg76zj6U","10/10/20 9:43","10/10/20 10:21",6.2,4.875,6,5.8,6.166666667,6,6.25,6,6,6,5,6,2,6,6,1,3,4,3,1,6,4,4,3,6,4,6,6,6,6,6,4,5,4,6,6,4,4,5,4,6,6,4,4,4,4,3,6,6,6,5,4,6,6,7,7,NA,6,6,6,6,7,5,NA,NA,NA,NA,6,6,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,6,6,NA,6,NA,5,6,NA,NA,NA,NA,6,3,6,6,4,6,3,5,NA,NA,NA,NA,NA,NA,6,5,6,NA,7,7,6,NA,NA,NA,7,6,6,6,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,69,56,81,74,"2020","2021",5.6,4.71428571428571,5.8,3.75,2.75,4.8,5.2,4.6,72.2,0,0,1,1,0,7
"442","P_blS8QL9z3HIUVpz","P_1zRCqo4kOfBqcex","Peer","R_1ihDRDjllPaQouL","9/28/20 17:42","9/28/20 18:10",6.090909091,6.25,6.166666667,6,6.142857143,6.333333333,6.1,7,4,5,4,6,5,4,4,3,6,7,6,4,6,7,6,3,6,3,6,7,5,5,6,6,4,3,5,6,3,6,7,6,5,6,6,5,6,5,5,5,5,6,6,5,6,6,5,5,7,6,7,6,7,6,6,NA,NA,NA,6,6,7,6,7,6,NA,NA,NA,NA,NA,6,6,6,7,6,6,NA,NA,NA,NA,NA,NA,7,6,6,6,6,6,5,NA,NA,NA,NA,7,5,6,7,6,6,6,7,NA,NA,NA,NA,NA,NA,6,5,6,6,6,7,7,NA,NA,6,6,6,7,6,7,6,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,91,76,92,92,"2020","2021",5.8,5.28571428571429,5.2,4,5.75,4.6,5.6,5.4,88.4,0,0,1,1,0,7
